query	target	evalue	fident	bits	isQuery
NC_000866.4_prot_NP_049618.1_3_known	MZ501089.1_prot_QXV82095.1_114_known	0.819	4.644E-21	791	false
NC_000866.4_prot_NP_049618.1_3_known	MZ501046.1_prot_QXV75390.1_114_known	0.819	4.644E-21	791	false
 
NC_000866.4_prot_NP_049752.1_139_known	MZ501113.1_prot_QXV86096.1_259_known	0.987	4.999E-35	1444	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501106.1_prot_QXV84988.1_252_known	0.987	4.999E-35	1444	false
NC_000866.4_prot_NP_049752.1_139_known	NC_000866.4_prot_NP_049752.1_139_known	1.000	8.407E-35	1435	true
NC_000866.4_prot_NP_049752.1_139_known	MZ501046.1_prot_QXV75532.1_256_known	1.000	8.407E-35	1435	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501067.1_prot_QXV79247.1_258_known	0.970	9.997E-35	1432	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501065.1_prot_QXV78690.1_249_known	0.970	9.997E-35	1432	false
NC_000866.4_prot_NP_049752.1_139_known	MH751506.1_prot_AYD82742.1_145_known	0.995	1.260E-34	1428	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501096.1_prot_QXV83285.1_254_known	0.983	1.334E-34	1427	false
NC_000866.4_prot_NP_049752.1_139_known	MH550421.1_prot_AXN58175.1_134_known	0.979	1.587E-34	1424	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501052.1_prot_QXV76464.1_255_known	0.966	1.887E-34	1421	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501089.1_prot_QXV82235.1_254_known	0.987	1.999E-34	1420	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501050.1_prot_QXV76113.1_259_known	0.975	2.519E-34	1416	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501098.1_prot_QXV83627.1_260_known	0.975	6.725E-34	1399	false
NC_000866.4_prot_NP_049752.1_139_known	MZ501066.1_prot_QXV78971.1_263_known	0.970	6.725E-34	1399	false
 
NC_000866.4_prot_NP_049764.1_151_known	NC_000866.4_prot_NP_049764.1_151_known	1.000	2.313E-93	3969	true
NC_000866.4_prot_NP_049764.1_151_known	MH751506.1_prot_AYD82752.1_155_known	0.998	3.214E-93	3963	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501096.1_prot_QXV83293.1_262_known	0.995	1.199E-92	3939	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501089.1_prot_QXV82243.1_262_known	0.995	1.199E-92	3939	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501065.1_prot_QXV78698.1_257_known	0.996	1.860E-92	3931	false
NC_000866.4_prot_NP_049764.1_151_known	MH550421.1_prot_AXN58186.1_145_known	0.995	4.474E-92	3915	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501106.1_prot_QXV84997.1_261_known	0.995	6.217E-92	3909	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501050.1_prot_QXV76121.1_267_known	0.993	1.076E-91	3899	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501067.1_prot_QXV79255.1_266_known	0.993	1.076E-91	3899	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501098.1_prot_QXV83635.1_268_known	0.993	1.076E-91	3899	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501066.1_prot_QXV78979.1_271_known	0.993	1.076E-91	3899	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501046.1_prot_QXV75541.1_265_known	0.992	1.496E-91	3893	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501113.1_prot_QXV86104.1_267_known	0.992	1.669E-91	3891	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501052.1_prot_QXV76472.1_263_known	0.992	2.320E-91	3885	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501047.1_prot_QXV75266.1_261_known	0.859	3.102E-80	3418	false
NC_000866.4_prot_NP_049764.1_151_known	MZ501056.1_prot_QXV77103.1_259_known	0.858	1.157E-79	3394	false
 
NC_000866.4_prot_NP_049638.1_23_known	NC_000866.4_prot_NP_049638.1_23_known	0.980	1.784E-12	496	true
 
NC_000866.4_prot_NP_049623.1_8_known	NC_000866.4_prot_NP_049623.1_8_known	1.000	4.119E-06	277	true
 
NC_000866.4_prot_NP_049758.1_145_known	MZ501060.1_prot_QXV77504.1_38_known	0.086	7.646E-01	73	false
 
NC_000866.4_prot_NP_049769.1_156_known	NC_000866.4_prot_NP_049769.1_156_known	0.981	3.167E-23	1002	true
NC_000866.4_prot_NP_049769.1_156_known	MH751506.1_prot_AYD82757.1_160_known	0.977	5.552E-23	992	false
NC_000866.4_prot_NP_049769.1_156_known	MH550421.1_prot_AXN58191.1_150_known	0.955	1.029E-22	981	false
NC_000866.4_prot_NP_049769.1_156_known	MZ501098.1_prot_QXV83640.1_273_known	0.946	1.613E-22	973	false
NC_000866.4_prot_NP_049769.1_156_known	MZ501050.1_prot_QXV76126.1_272_known	0.946	1.613E-22	973	false
NC_000866.4_prot_NP_049769.1_156_known	MZ501067.1_prot_QXV79260.1_271_known	0.946	1.613E-22	973	false
NC_000866.4_prot_NP_049769.1_156_known	MZ501106.1_prot_QXV85002.1_266_known	0.941	5.544E-22	951	false
NC_000866.4_prot_NP_049769.1_156_known	MZ501046.1_prot_QXV75546.1_270_known	0.941	7.763E-22	945	false
NC_000866.4_prot_NP_049769.1_156_known	MZ501065.1_prot_QXV78703.1_262_known	0.941	7.763E-22	945	false
NC_000866.4_prot_NP_049769.1_156_known	MZ501066.1_prot_QXV78984.1_276_known	0.937	8.686E-22	943	false
 
NC_000866.4_prot_NP_049834.1_223_known	MZ501106.1_prot_QXV84791.1_55_known	0.990	5.492E-52	2003	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501089.1_prot_QXV82036.1_55_known	0.993	7.013E-52	1999	false
NC_000866.4_prot_NP_049834.1_223_known	NC_000866.4_prot_NP_049834.1_223_known	1.000	7.925E-52	1997	true
NC_000866.4_prot_NP_049834.1_223_known	MZ501046.1_prot_QXV75331.1_55_known	0.993	7.925E-52	1997	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501050.1_prot_QXV75909.1_55_known	0.993	1.461E-51	1987	false
NC_000866.4_prot_NP_049834.1_223_known	MH550421.1_prot_AXN58254.1_213_known	0.990	4.667E-51	1968	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501098.1_prot_QXV83422.1_55_known	0.986	6.335E-51	1963	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501065.1_prot_QXV78496.1_55_known	0.960	6.335E-51	1963	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501066.1_prot_QXV78765.1_57_known	0.983	7.159E-51	1961	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501096.1_prot_QXV83086.1_55_known	0.926	1.375E-48	1875	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501052.1_prot_QXV76266.1_57_known	0.910	1.867E-48	1870	false
NC_000866.4_prot_NP_049834.1_223_known	MH751506.1_prot_AYD82811.1_215_known	0.916	2.534E-48	1865	false
NC_000866.4_prot_NP_049834.1_223_known	MZ501113.1_prot_QXV85892.1_55_known	0.920	2.534E-48	1865	false
 
NC_000866.4_prot_NP_049877.1_266_known	MZ501066.1_prot_QXV78809.1_101_known	1.000	1.581E-05	225	false
NC_000866.4_prot_NP_049877.1_266_known	NC_000866.4_prot_NP_049877.1_266_known	1.000	1.581E-05	225	true
NC_000866.4_prot_NP_049877.1_266_known	MZ501050.1_prot_QXV75950.1_96_known	1.000	1.581E-05	225	false
NC_000866.4_prot_NP_049877.1_266_known	MZ501067.1_prot_QXV79086.1_97_known	0.980	2.740E-05	217	false
NC_000866.4_prot_NP_049877.1_266_known	MZ501098.1_prot_QXV83462.1_95_known	0.980	2.740E-05	217	false
NC_000866.4_prot_NP_049877.1_266_known	MZ501065.1_prot_QXV78539.1_98_known	0.980	2.740E-05	217	false
NC_000866.4_prot_NP_049877.1_266_known	MZ501089.1_prot_QXV82080.1_99_known	0.980	2.740E-05	217	false
NC_000866.4_prot_NP_049877.1_266_known	MZ501046.1_prot_QXV75374.1_98_known	0.980	2.740E-05	217	false
NC_000866.4_prot_NP_049877.1_266_known	MZ501106.1_prot_QXV84836.1_100_known	0.980	2.740E-05	217	false
NC_000866.4_prot_NP_049877.1_266_known	MZ501096.1_prot_QXV83129.1_98_known	0.980	2.740E-05	217	false
NC_000866.4_prot_NP_049877.1_266_known	MH550421.1_prot_AXN58296.1_256_known	0.836	1.166E-02	129	false
 
NC_000866.4_prot_NP_049795.1_183_known	NC_000866.4_prot_NP_049795.1_183_known	1.000	3.242E-34	1311	true
NC_000866.4_prot_NP_049795.1_183_known	MH550421.1_prot_AXN58215.1_174_known	0.995	3.672E-34	1309	false
 
NC_000866.4_prot_NP_049763.1_150_known	NC_000866.4_prot_NP_049763.1_150_known	1.000	3.936E-14	623	true
 
NC_000866.4_prot_NP_049799.2_187_known	NC_000866.4_prot_NP_049799.2_187_known	1.000	1.607E-14	689	true
NC_000866.4_prot_NP_049799.2_187_known	MH550421.1_prot_AXN58222.1_181_known	0.985	3.019E-14	677	false
NC_000866.4_prot_NP_049799.2_187_known	MH751506.1_prot_AYD82781.1_185_known	0.985	3.019E-14	677	false
 
NC_000866.4_prot_NP_049887.1_276_known	MH751506.1_prot_AYD82860.1_264_known	0.989	4.884E-31	1178	false
NC_000866.4_prot_NP_049887.1_276_known	NC_000866.4_prot_NP_049887.1_276_known	1.000	5.201E-31	1177	true
NC_000866.4_prot_NP_049887.1_276_known	MZ501113.1_prot_QXV85946.1_109_known	0.987	4.505E-25	960	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501106.1_prot_QXV84846.1_110_known	0.987	1.589E-24	940	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501066.1_prot_QXV78819.1_111_known	0.987	1.589E-24	940	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501050.1_prot_QXV75960.1_106_known	0.987	1.589E-24	940	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501046.1_prot_QXV75384.1_108_known	0.987	1.589E-24	940	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501098.1_prot_QXV83473.1_106_known	0.987	2.044E-24	936	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501052.1_prot_QXV76320.1_111_known	0.980	2.044E-24	936	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501067.1_prot_QXV79097.1_108_known	0.987	2.801E-24	931	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501065.1_prot_QXV78549.1_108_known	0.987	2.801E-24	931	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501096.1_prot_QXV83139.1_108_known	0.993	3.177E-24	929	false
NC_000866.4_prot_NP_049887.1_276_known	MH550421.1_prot_AXN58305.1_265_known	0.987	3.603E-24	927	false
NC_000866.4_prot_NP_049887.1_276_known	MZ501089.1_prot_QXV82090.1_109_known	0.987	4.353E-24	924	false
 
NC_000866.4_prot_NP_049629.1_14_known	MZ501089.1_prot_QXV82105.1_124_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501106.1_prot_QXV84862.1_126_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501050.1_prot_QXV75976.1_122_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501065.1_prot_QXV78564.1_123_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	NC_000866.4_prot_NP_049629.1_14_known	1.000	1.796E-36	1439	true
NC_000866.4_prot_NP_049629.1_14_known	MZ501098.1_prot_QXV83489.1_122_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MH751506.1_prot_AYD82608.1_11_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501046.1_prot_QXV75400.1_124_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501066.1_prot_QXV78835.1_127_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501052.1_prot_QXV76336.1_127_known	1.000	1.796E-36	1439	false
NC_000866.4_prot_NP_049629.1_14_known	MH550421.1_prot_AXN58053.1_12_known	0.995	2.579E-36	1433	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501113.1_prot_QXV85961.1_124_known	0.995	3.090E-36	1430	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501096.1_prot_QXV83154.1_123_known	0.995	3.090E-36	1430	false
NC_000866.4_prot_NP_049629.1_14_known	MZ501067.1_prot_QXV79114.1_125_known	0.991	3.486E-36	1428	false
 
NC_000866.4_prot_NP_049804.2_193_known	MZ501089.1_prot_QXV82008.1_27_known	0.988	8.676E-22	897	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501066.1_prot_QXV78736.1_28_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501050.1_prot_QXV75880.1_26_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501065.1_prot_QXV78468.1_27_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501106.1_prot_QXV84763.1_27_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MH550421.1_prot_AXN58227.1_186_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501046.1_prot_QXV75303.1_27_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501098.1_prot_QXV83393.1_26_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501067.1_prot_QXV79015.1_26_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MH751506.1_prot_AYD82786.1_190_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501096.1_prot_QXV83057.1_26_known	0.994	2.102E-21	882	false
NC_000866.4_prot_NP_049804.2_193_known	NC_000866.4_prot_NP_049804.2_193_known	1.000	3.575E-21	873	true
NC_000866.4_prot_NP_049804.2_193_known	MZ501113.1_prot_QXV85863.1_26_known	0.944	6.080E-21	864	false
NC_000866.4_prot_NP_049804.2_193_known	MZ501052.1_prot_QXV76238.1_29_known	0.939	6.841E-21	862	false
 
NC_000866.4_prot_NP_049768.1_155_known	MH751506.1_prot_AYD82756.1_159_known	0.975	2.186E-83	3467	false
NC_000866.4_prot_NP_049768.1_155_known	NC_000866.4_prot_NP_049768.1_155_known	1.000	1.652E-82	3431	true
NC_000866.4_prot_NP_049768.1_155_known	MH550421.1_prot_AXN58190.1_149_known	0.971	2.897E-82	3421	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501106.1_prot_QXV85001.1_265_known	0.978	4.058E-82	3415	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501067.1_prot_QXV79259.1_270_known	0.980	5.375E-82	3410	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501046.1_prot_QXV75545.1_269_known	0.980	5.375E-82	3410	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501066.1_prot_QXV78983.1_275_known	0.980	5.375E-82	3410	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501065.1_prot_QXV78702.1_261_known	0.980	5.375E-82	3410	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501050.1_prot_QXV76125.1_271_known	0.941	4.061E-81	3374	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501098.1_prot_QXV83639.1_272_known	0.943	4.296E-81	3373	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501052.1_prot_QXV76476.1_267_known	0.853	2.198E-75	3139	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501096.1_prot_QXV83297.1_266_known	0.832	6.390E-75	3120	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501089.1_prot_QXV82247.1_266_known	0.831	8.462E-75	3115	false
NC_000866.4_prot_NP_049768.1_155_known	MZ501113.1_prot_QXV86108.1_271_known	0.852	5.714E-74	3081	false
 
NC_000866.4_prot_NP_049848.1_237_known	NC_000866.4_prot_NP_049848.1_237_known	1.000	4.286E-53	2038	true
NC_000866.4_prot_NP_049848.1_237_known	MH751506.1_prot_AYD82823.1_227_known	0.982	8.948E-53	2026	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501089.1_prot_QXV82049.1_68_known	0.926	4.409E-52	2000	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501052.1_prot_QXV76278.1_69_known	0.891	1.692E-49	1903	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501096.1_prot_QXV83098.1_67_known	0.891	2.599E-49	1896	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501067.1_prot_QXV79056.1_67_known	0.895	2.599E-49	1896	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501106.1_prot_QXV84804.1_68_known	0.895	2.599E-49	1896	false
NC_000866.4_prot_NP_049848.1_237_known	MH550421.1_prot_AXN58267.1_226_known	0.895	4.245E-49	1888	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501066.1_prot_QXV78778.1_70_known	0.846	5.425E-49	1884	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501046.1_prot_QXV75344.1_68_known	0.846	5.425E-49	1884	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501113.1_prot_QXV85905.1_68_known	0.846	5.425E-49	1884	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501050.1_prot_QXV75921.1_67_known	0.846	1.065E-48	1873	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501065.1_prot_QXV78509.1_68_known	0.843	4.107E-48	1851	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501047.1_prot_QXV75071.1_66_known	0.815	6.309E-48	1844	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501098.1_prot_QXV83434.1_67_known	0.818	1.583E-47	1829	false
NC_000866.4_prot_NP_049848.1_237_known	MZ501056.1_prot_QXV76910.1_66_known	0.818	5.399E-47	1809	false
 
NC_000866.4_prot_NP_049825.1_214_known	MZ501096.1_prot_QXV83076.1_45_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501089.1_prot_QXV82027.1_46_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501067.1_prot_QXV79034.1_45_known	0.990	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	NC_000866.4_prot_NP_049825.1_214_known	1.000	4.604E-16	687	true
NC_000866.4_prot_NP_049825.1_214_known	MZ501106.1_prot_QXV84782.1_46_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501050.1_prot_QXV75899.1_45_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MH550421.1_prot_AXN58246.1_205_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501098.1_prot_QXV83412.1_45_known	0.990	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501113.1_prot_QXV85882.1_45_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501066.1_prot_QXV78755.1_47_known	0.990	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501052.1_prot_QXV76257.1_48_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MH751506.1_prot_AYD82804.1_208_known	0.990	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501065.1_prot_QXV78487.1_46_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501046.1_prot_QXV75322.1_46_known	1.000	4.604E-16	687	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501056.1_prot_QXV76889.1_45_known	0.954	6.219E-15	642	false
NC_000866.4_prot_NP_049825.1_214_known	MZ501047.1_prot_QXV75050.1_45_known	0.954	6.219E-15	642	false
 
NC_000866.4_prot_NP_049851.1_240_known	NC_000866.4_prot_NP_049851.1_240_known	1.000	1.581E-10	402	true
 
NC_000866.4_prot_NP_049806.1_195_known	MH550421.1_prot_AXN58229.1_188_known	0.991	8.380E-42	1727	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501113.1_prot_QXV85865.1_28_known	0.956	2.490E-41	1708	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501089.1_prot_QXV82010.1_29_known	0.983	2.490E-41	1708	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501106.1_prot_QXV84765.1_29_known	0.983	2.490E-41	1708	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501096.1_prot_QXV83059.1_28_known	0.958	2.793E-41	1706	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501065.1_prot_QXV78470.1_29_known	0.986	3.317E-41	1703	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501067.1_prot_QXV79017.1_28_known	0.983	3.720E-41	1701	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501046.1_prot_QXV75305.1_29_known	0.983	3.720E-41	1701	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501050.1_prot_QXV75882.1_28_known	0.983	3.720E-41	1701	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501066.1_prot_QXV78738.1_30_known	0.978	1.044E-40	1683	false
NC_000866.4_prot_NP_049806.1_195_known	NC_000866.4_prot_NP_049806.1_195_known	1.000	1.313E-40	1679	true
NC_000866.4_prot_NP_049806.1_195_known	MH751506.1_prot_AYD82788.1_192_known	0.986	1.962E-40	1672	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501098.1_prot_QXV83395.1_28_known	0.978	2.467E-40	1668	false
NC_000866.4_prot_NP_049806.1_195_known	MZ501052.1_prot_QXV76240.1_31_known	0.947	7.333E-40	1649	false
 
NC_000866.4_prot_NP_049690.1_76_known	MH751506.1_prot_AYD82673.1_76_known	0.996	8.517E-90	4137	false
NC_000866.4_prot_NP_049690.1_76_known	MZ501050.1_prot_QXV76045.1_191_known	0.995	9.915E-90	4134	false
